01.01.01.03.1.00423;SU.00004/2001;125
01.01.01.03.1.00424;SU.00005/2001;130
01.01.01.03.1.00426;SU.00008/2001;124
01.01.01.03.1.00427;SU.00007/2000;133
01.01.01.03.1.00428;SU.00009/2001;126
01.01.01.03.1.00432;SU.00013/2001;132
01.01.01.03.1.00433;SU.00380/2019;2870
01.01.01.03.1.00434;SU.00015/2001;139
01.01.01.03.1.00435;SU.00016/2001;140
01.01.01.03.1.00436;SU.00017/2001;141
01.01.01.03.1.00437;SU.00018/2001;142
01.01.01.03.1.00438;SU.00019/2001;143
01.01.01.03.1.00439;SU.00020/2001;146
01.01.01.03.1.00440;SU.00021/2001;147
01.01.01.03.1.00441;SU.00022/2001;148
01.01.01.03.1.00442;SU.00023/2001;149
01.01.01.03.1.00443;SU.00024/2001;150
01.01.01.03.1.00444;SU.00025/2001;151
01.01.01.03.1.00446;SU.00026/2001;152
01.01.01.03.1.00447;SU.00027/2001;153
01.01.01.03.1.00448;SU.00028/2001;154
01.01.01.03.1.00449;SU.00029/2001;155
01.01.01.03.1.00450;SU.00030/2001;156
01.01.01.03.1.00452;SU.00032/2001;158
01.01.01.03.1.00454;SU.00035/2001;136
01.01.01.03.1.00455;SU.00034/2001;137
01.01.01.03.1.00457;SU.00037/2001;145
01.01.01.03.1.00458;SU.00038/2001;3122
01.01.01.03.1.00459;SU.00039/2001;162
01.01.01.03.1.00460;SU.00040/2001;163
01.01.01.03.1.00461;SU.00041/2001;2953
01.01.01.03.1.00462;SU.00042/2001;177
01.01.01.03.1.00463;SU.00044/2001;169
01.01.01.03.1.00464;SU.00043/2001;170
01.01.01.03.1.00465;SU.00020/2002;190
01.01.01.03.1.00466;PLL.00041/2001;164
01.01.01.03.1.00467;SU.00046/2001;180
01.01.01.03.1.00468;SU.00004/2002;168
01.01.01.03.1.00469;SU.00003/2002;167
01.01.01.03.1.00470;SU.00002/2002;166
01.01.01.03.1.00471;SU.00001/2002;165
01.01.01.03.1.00472;SU.00005/2002;171
01.01.01.03.1.00473;SU.00006/2002;176
01.01.01.03.1.00474;SU.00007/2002;175
01.01.01.03.1.00475;SU.00008/2002;174
01.01.01.03.1.00476;SU.00009/2002;172
01.01.01.03.1.00477;SU.00010/2002;173
01.01.01.03.1.00478;SU.00011/2002;184
01.01.01.03.1.00479;SU.00012/2002;178
01.01.01.03.1.00480;SU.00013/2002;179
01.01.01.03.1.00481;SU.00014/2002;182
01.01.01.03.1.00482;SU.00015/2002;181
01.01.01.03.1.00483;SU.00016/2002;183
01.01.01.03.1.00484;SU.00018/2002;189
01.01.01.03.1.00485;SU.00019/2002;188
01.01.01.03.1.00487;SU.00022/2002;192
01.01.01.03.1.00491;SU.00026/2002;196
01.01.01.03.1.00492;SU.00027/2002;3168
01.01.01.03.1.00493;SU.00028/2002;185
01.01.01.03.1.00494;SU.00029/2002;186
01.01.01.03.1.00495;SU.00030/2002;197
01.01.01.03.1.00496;SU.00031/2002;200
01.01.01.03.1.00497;SU.00032/2002;201
01.01.01.03.1.00498;SU.00033/2002;202
01.01.01.03.1.00499;SU.00034/2002;199
01.01.01.03.1.00501;SU.00036/2002;204
01.01.01.03.1.00502;SU.00037/2002;205
01.01.01.03.1.00504;SU.00039/2002;216
01.01.01.03.1.00505;SU.00134/2014;217
01.01.01.03.1.00506;SU.00159/2014;218
